Subject,Sex,Stim,Pain
30,female,low,6
30,female,med,10
30,female,med,8
30,female,low,12
30,female,low,10
30,female,high,20
30,female,low,5
30,female,low,8
30,female,med,NA
30,female,low,4
30,female,high,8
30,female,high,15
30,female,med,4
30,female,low,3
30,female,med,3
30,female,high,4
30,female,high,8
30,female,low,0
30,female,high,15
30,female,low,1
30,female,high,14
30,female,med,17
30,female,high,1
30,female,high,5
30,female,low,2
30,female,med,3
30,female,high,8
30,female,low,6
30,female,low,7
30,female,high,10
30,female,med,5
30,female,high,6
30,female,med,5
30,female,med,15
30,female,high,13
30,female,low,1
30,female,high,8
30,female,low,7
30,female,low,0
30,female,med,2
30,female,high,8
30,female,med,14
30,female,low,17
30,female,med,18
30,female,med,1
30,female,low,2
30,female,high,6
30,female,med,10
30,female,med,15
30,female,low,3
30,female,med,4
30,female,low,4
30,female,low,3
30,female,high,7
30,female,high,8
30,female,med,6
30,female,high,12
30,female,med,15
30,female,high,22
30,female,med,9
31,female,high,25
31,female,low,5
31,female,high,35
31,female,med,25
31,female,high,45
31,female,low,30
31,female,med,30
31,female,high,35
31,female,low,NA
31,female,med,40
31,female,high,30
31,female,med,30
31,female,low,25
31,female,high,15
31,female,med,20
31,female,high,15
31,female,med,15
31,female,med,5
31,female,low,2
31,female,low,0
31,female,high,30
31,female,low,2
31,female,med,10
31,female,low,20
31,female,low,0
31,female,high,5
31,female,high,5
31,female,med,5
31,female,low,5
31,female,high,20
31,female,med,18
31,female,low,10
31,female,low,0
31,female,high,5
31,female,low,0
31,female,high,10
31,female,high,0
31,female,med,5
31,female,low,5
31,female,med,15
31,female,low,10
31,female,low,5
31,female,med,30
31,female,low,25
31,female,high,15
31,female,med,10
31,female,high,35
31,female,med,25
31,female,high,30
31,female,low,10
31,female,med,5
31,female,high,15
31,female,med,0
31,female,med,10
31,female,low,0
31,female,low,10
31,female,high,15
31,female,med,0
31,female,med,3
31,female,high,14
32,female,low,60
32,female,low,60
32,female,high,80
32,female,med,80
32,female,high,90
32,female,med,80
32,female,low,30
32,female,med,70
32,female,med,70
32,female,low,30
32,female,high,50
32,female,high,80
32,female,med,70
32,female,med,60
32,female,low,70
32,female,high,60
32,female,low,20
32,female,low,40
32,female,high,70
32,female,med,60
32,female,high,90
32,female,med,100
32,female,high,80
32,female,low,60
32,female,med,90
32,female,high,70
32,female,med,70
32,female,low,80
32,female,high,90
32,female,med,80
32,female,low,70
32,female,low,50
32,female,high,70
32,female,low,40
32,female,high,70
32,female,med,50
32,female,high,40
32,female,med,70
32,female,high,90
32,female,low,60
32,female,high,90
32,female,med,80
32,female,high,90
32,female,med,50
32,female,low,40
32,female,high,60
32,female,med,10
32,female,low,30
32,female,high,90
32,female,med,100
32,female,low,20
32,female,low,60
32,female,med,60
32,female,low,40
32,female,med,30
32,female,med,50
32,female,high,90
32,female,high,80
32,female,low,70
32,female,low,20
33,male,high,60
33,male,med,65
33,male,low,0
33,male,high,70
33,male,med,75
33,male,high,80
33,male,med,70
33,male,high,75
33,male,med,40
33,male,high,70
33,male,med,80
33,male,high,50
33,male,high,70
33,male,low,30
33,male,low,60
33,male,high,40
33,male,med,60
33,male,low,60
33,male,low,70
33,male,high,60
33,male,high,30
33,male,med,0
33,male,low,0
33,male,high,60
33,male,low,70
33,male,low,80
33,male,med,40
33,male,med,40
33,male,low,60
33,male,high,85
33,male,med,80
33,male,low,70
33,male,med,80
33,male,low,80
33,male,low,40
33,male,med,40
33,male,high,75
33,male,low,50
33,male,med,80
33,male,high,90
33,male,med,85
33,male,low,70
33,male,med,70
33,male,high,75
33,male,low,80
33,male,high,85
33,male,high,90
33,male,low,80
33,male,high,90
33,male,med,85
33,male,med,40
33,male,low,80
33,male,med,85
33,male,low,75
33,male,med,70
33,male,high,60
33,male,med,70
33,male,low,40
33,male,low,75
33,male,high,80
34,male,med,20
34,male,high,60
34,male,med,40
34,male,med,50
34,male,low,60
34,male,med,50
34,male,low,15
34,male,med,40
34,male,high,40
34,male,med,40
34,male,high,30
34,male,low,20
34,male,high,60
34,male,low,40
34,male,low,15
34,male,high,50
34,male,med,30
34,male,low,20
34,male,low,15
34,male,med,40
34,male,high,10
34,male,med,15
34,male,high,40
34,male,low,60
34,male,high,60
34,male,low,50
34,male,high,30
34,male,low,15
34,male,high,20
34,male,high,45
34,male,low,60
34,male,high,60
34,male,high,20
34,male,med,30
34,male,med,20
34,male,low,40
34,male,med,35
34,male,med,60
34,male,high,55
34,male,high,65
34,male,med,0
34,male,low,10
34,male,med,15
34,male,med,15
34,male,low,15
34,male,high,30
34,male,low,20
34,male,low,15
34,male,med,20
34,male,low,25
34,male,low,20
34,male,med,30
34,male,high,40
34,male,med,55
34,male,low,55
34,male,high,60
34,male,med,55
34,male,high,30
34,male,low,10
34,male,high,10
35,female,high,30
35,female,low,20
35,female,high,0
35,female,med,0
35,female,high,30
35,female,low,30
35,female,med,40
35,female,high,80
35,female,low,20
35,female,med,50
35,female,high,80
35,female,med,50
35,female,low,40
35,female,high,40
35,female,med,30
35,female,high,20
35,female,med,20
35,female,med,20
35,female,low,0
35,female,low,0
35,female,high,30
35,female,low,40
35,female,med,70
35,female,low,30
35,female,low,0
35,female,high,20
35,female,high,40
35,female,med,80
35,female,low,80
35,female,high,80
35,female,med,70
35,female,low,50
35,female,low,70
35,female,high,100
35,female,low,80
35,female,high,80
35,female,high,90
35,female,med,50
35,female,low,NA
35,female,med,60
35,female,low,50
35,female,low,90
35,female,med,50
35,female,low,20
35,female,high,60
35,female,med,60
35,female,high,80
35,female,med,0
35,female,high,0
35,female,low,20
35,female,med,60
35,female,high,80
35,female,med,70
35,female,med,30
35,female,low,60
35,female,low,0
35,female,high,70
35,female,med,70
35,female,med,80
35,female,high,40
36,male,high,80
36,male,med,70
36,male,low,60
36,male,high,75
36,male,med,85
36,male,high,80
36,male,med,80
36,male,high,80
36,male,med,85
36,male,high,85
36,male,med,80
36,male,high,90
36,male,high,90
36,male,low,95
36,male,low,90
36,male,high,90
36,male,med,90
36,male,low,95
36,male,low,85
36,male,high,95
36,male,high,95
36,male,med,95
36,male,low,90
36,male,high,95
36,male,low,95
36,male,low,90
36,male,med,95
36,male,med,95
36,male,low,95
36,male,high,100
36,male,med,95
36,male,low,90
36,male,med,95
36,male,low,85
36,male,low,95
36,male,med,90
36,male,high,95
36,male,low,100
36,male,med,95
36,male,high,95
36,male,med,0
36,male,low,40
36,male,med,80
36,male,high,95
36,male,low,80
36,male,high,90
36,male,high,100
36,male,low,50
36,male,high,95
36,male,med,85
36,male,med,95
36,male,low,80
36,male,med,85
36,male,low,90
36,male,med,95
36,male,high,90
36,male,med,95
36,male,low,95
36,male,low,55
36,male,high,85
37,female,med,70
37,female,high,80
37,female,med,80
37,female,med,70
37,female,low,65
37,female,med,80
37,female,low,40
37,female,med,50
37,female,high,55
37,female,med,50
37,female,high,70
37,female,low,50
37,female,high,30
37,female,low,15
37,female,low,15
37,female,high,50
37,female,med,55
37,female,low,65
37,female,low,50
37,female,med,55
37,female,high,70
37,female,med,50
37,female,high,60
37,female,low,40
37,female,high,55
37,female,low,20
37,female,high,40
37,female,low,15
37,female,high,35
37,female,high,40
37,female,low,40
37,female,high,40
37,female,high,55
37,female,med,40
37,female,med,20
37,female,low,40
37,female,med,40
37,female,med,50
37,female,high,30
37,female,high,20
37,female,med,40
37,female,low,40
37,female,med,35
37,female,med,30
37,female,low,30
37,female,high,50
37,female,low,40
37,female,low,20
37,female,med,10
37,female,low,15
37,female,low,10
37,female,med,10
37,female,high,35
37,female,med,50
37,female,low,45
37,female,high,50
37,female,med,55
37,female,high,60
37,female,low,45
37,female,high,30
38,male,high,40
38,male,med,50
38,male,med,70
38,male,high,70
38,male,high,70
38,male,med,80
38,male,low,50
38,male,high,40
38,male,med,60
38,male,low,60
38,male,med,60
38,male,low,60
38,male,high,50
38,male,med,50
38,male,high,80
38,male,low,60
38,male,low,70
38,male,high,40
38,male,low,50
38,male,med,60
38,male,med,70
38,male,high,60
38,male,high,70
38,male,med,70
38,male,high,80
38,male,low,30
38,male,med,40
38,male,high,80
38,male,high,90
38,male,low,70
38,male,low,60
38,male,med,60
38,male,low,50
38,male,high,70
38,male,low,70
38,male,high,80
38,male,high,60
38,male,low,60
38,male,med,40
38,male,med,90
38,male,low,90
38,male,med,70
38,male,low,70
38,male,med,70
38,male,med,60
38,male,low,70
38,male,med,60
38,male,high,70
38,male,low,50
38,male,med,70
38,male,low,70
38,male,med,80
38,male,high,80
38,male,high,80
38,male,low,70
38,male,low,60
38,male,high,80
38,male,low,80
38,male,med,60
38,male,high,70
39,male,med,20
39,male,high,30
39,male,med,30
39,male,med,40
39,male,low,40
39,male,med,35
39,male,low,25
39,male,med,25
39,male,high,40
39,male,med,40
39,male,high,30
39,male,low,25
39,male,high,30
39,male,low,30
39,male,low,15
39,male,high,15
39,male,med,10
39,male,low,0
39,male,low,0
39,male,med,20
39,male,high,30
39,male,med,20
39,male,high,30
39,male,low,35
39,male,high,45
39,male,low,30
39,male,high,35
39,male,low,35
39,male,high,45
39,male,high,45
39,male,low,30
39,male,high,30
39,male,high,25
39,male,med,20
39,male,med,10
39,male,low,15
39,male,med,15
39,male,med,10
39,male,high,10
39,male,high,20
39,male,med,25
39,male,low,15
39,male,med,35
39,male,med,20
39,male,low,20
39,male,high,45
39,male,low,20
39,male,low,15
39,male,med,15
39,male,low,10
39,male,low,25
39,male,med,15
39,male,high,5
39,male,med,5
39,male,low,0
39,male,high,10
39,male,med,10
39,male,high,5
39,male,low,10
39,male,high,5
40,male,high,65
40,male,low,50
40,male,high,60
40,male,med,55
40,male,high,65
40,male,low,60
40,male,med,55
40,male,high,60
40,male,low,50
40,male,med,60
40,male,high,55
40,male,med,55
40,male,low,50
40,male,high,50
40,male,med,45
40,male,high,55
40,male,med,50
40,male,med,45
40,male,low,60
40,male,low,65
40,male,high,65
40,male,low,60
40,male,med,65
40,male,low,60
40,male,low,55
40,male,high,55
40,male,high,55
40,male,med,60
40,male,low,40
40,male,high,70
40,male,med,50
40,male,low,40
40,male,low,45
40,male,high,50
40,male,low,45
40,male,high,45
40,male,high,45
40,male,med,50
40,male,low,50
40,male,med,65
40,male,low,65
40,male,low,60
40,male,med,60
40,male,low,40
40,male,high,60
40,male,med,75
40,male,high,75
40,male,med,65
40,male,high,50
40,male,low,45
40,male,med,60
40,male,high,75
40,male,med,75
40,male,med,70
40,male,low,70
40,male,low,65
40,male,high,75
40,male,med,70
40,male,med,60
40,male,high,65
41,male,high,40
41,male,med,20
41,male,med,10
41,male,low,5
41,male,med,10
41,male,med,30
41,male,high,70
41,male,med,20
41,male,low,10
41,male,high,35
41,male,high,15
41,male,low,10
41,male,low,50
41,male,high,55
41,male,low,40
41,male,high,90
41,male,med,80
41,male,high,75
41,male,low,60
41,male,high,70
41,male,low,20
41,male,low,20
41,male,high,75
41,male,high,80
41,male,low,NA
41,male,low,5
41,male,high,10
41,male,high,15
41,male,med,40
41,male,med,30
41,male,low,15
41,male,high,20
41,male,med,5
41,male,high,60
41,male,med,60
41,male,high,35
41,male,med,5
41,male,med,20
41,male,high,NA
41,male,low,2
41,male,low,10
41,male,med,45
41,male,med,80
41,male,low,85
41,male,med,80
41,male,high,30
41,male,med,25
41,male,low,10
41,male,high,80
41,male,low,85
41,male,low,20
41,male,med,15
41,male,med,5
41,male,low,20
41,male,low,10
41,male,high,85
41,male,low,65
41,male,med,85
41,male,med,10
41,male,high,70
42,male,high,60
42,male,low,30
42,male,high,40
42,male,med,45
42,male,high,50
42,male,low,55
42,male,med,55
42,male,high,60
42,male,low,45
42,male,med,45
42,male,high,50
42,male,med,60
42,male,low,55
42,male,high,60
42,male,med,60
42,male,high,60
42,male,med,60
42,male,med,55
42,male,low,40
42,male,low,50
42,male,high,70
42,male,low,80
42,male,med,75
42,male,low,65
42,male,low,65
42,male,high,70
42,male,high,85
42,male,med,80
42,male,low,80
42,male,high,90
42,male,med,40
42,male,low,40
42,male,low,50
42,male,high,65
42,male,low,65
42,male,high,80
42,male,high,90
42,male,med,90
42,male,low,90
42,male,med,100
42,male,low,90
42,male,low,100
42,male,med,90
42,male,low,90
42,male,high,90
42,male,med,100
42,male,high,100
42,male,med,100
42,male,high,100
42,male,low,80
42,male,med,80
42,male,high,90
42,male,med,100
42,male,med,95
42,male,low,90
42,male,low,70
42,male,high,80
42,male,med,80
42,male,med,90
42,male,high,100
43,male,low,30
43,male,high,40
43,male,med,35
43,male,high,50
43,male,low,40
43,male,high,40
43,male,med,35
43,male,med,30
43,male,high,40
43,male,med,25
43,male,low,30
43,male,med,40
43,male,high,30
43,male,high,30
43,male,low,35
43,male,high,40
43,male,low,35
43,male,low,45
43,male,high,50
43,male,low,55
43,male,high,50
43,male,med,40
43,male,low,35
43,male,med,30
43,male,low,40
43,male,med,55
43,male,high,55
43,male,med,50
43,male,med,45
43,male,low,30
43,male,high,45
43,male,med,50
43,male,high,55
43,male,low,55
43,male,med,NA
43,male,low,35
43,male,high,40
43,male,high,38
43,male,low,40
43,male,med,25
43,male,high,35
43,male,high,37
43,male,med,45
43,male,high,40
43,male,low,40
43,male,med,45
43,male,high,55
43,male,med,50
43,male,low,55
43,male,med,45
43,male,low,40
43,male,low,40
43,male,med,30
43,male,med,30
43,male,low,40
43,male,high,45
43,male,low,30
43,male,low,25
43,male,med,40
44,male,high,60
44,male,med,60
44,male,med,40
44,male,low,30
44,male,med,20
44,male,med,20
44,male,high,50
44,male,med,40
44,male,low,40
44,male,high,50
44,male,high,70
44,male,low,60
44,male,low,40
44,male,high,80
44,male,low,30
44,male,high,60
44,male,med,40
44,male,high,60
44,male,low,50
44,male,high,70
44,male,low,40
44,male,low,40
44,male,high,50
44,male,high,40
44,male,low,20
44,male,low,20
44,male,high,50
44,male,high,70
44,male,med,50
44,male,med,40
44,male,low,20
44,male,high,70
44,male,med,50
44,male,high,40
44,male,med,30
44,male,high,60
44,male,med,50
44,male,med,40
44,male,high,50
44,male,low,20
44,male,low,40
44,male,med,40
44,male,med,30
44,male,low,NA
44,male,med,40
44,male,high,60
44,male,med,60
44,male,low,40
44,male,high,70
44,male,low,30
44,male,low,20
44,male,med,20
44,male,med,40
44,male,low,50
44,male,low,40
44,male,high,50
44,male,low,40
44,male,med,40
44,male,med,50
44,male,high,70
45,male,low,40
45,male,high,50
45,male,med,60
45,male,high,70
45,male,low,30
45,male,high,60
45,male,med,25
45,male,med,65
45,male,high,70
45,male,med,75
45,male,low,25
45,male,med,30
45,male,high,60
45,male,high,75
45,male,low,70
45,male,high,70
45,male,low,25
45,male,low,60
45,male,high,70
45,male,low,NA
45,male,high,70
45,male,med,70
45,male,low,65
45,male,med,70
45,male,low,70
45,male,med,70
45,male,high,70
45,male,med,75
45,male,med,70
45,male,low,75
45,male,high,80
45,male,med,30
45,male,high,55
45,male,low,40
45,male,med,60
45,male,low,70
45,male,high,75
45,male,high,75
45,male,low,50
45,male,high,75
45,male,med,70
45,male,high,75
45,male,high,65
45,male,med,70
45,male,high,70
45,male,low,75
45,male,med,65
45,male,high,80
45,male,med,75
45,male,low,70
45,male,med,70
45,male,low,NA
45,male,low,55
45,male,med,80
45,male,med,65
45,male,low,70
45,male,high,75
45,male,low,70
45,male,low,65
45,male,med,65
46,female,med,55
46,female,high,65
46,female,med,50
46,female,med,50
46,female,low,40
46,female,med,30
46,female,low,35
46,female,med,50
46,female,high,65
46,female,med,60
46,female,high,50
46,female,low,55
46,female,high,70
46,female,low,55
46,female,low,35
46,female,high,70
46,female,med,35
46,female,low,65
46,female,low,60
46,female,med,60
46,female,high,50
46,female,med,65
46,female,high,60
46,female,low,65
46,female,high,55
46,female,low,45
46,female,high,70
46,female,low,35
46,female,high,68
46,female,high,55
46,female,low,50
46,female,high,72
46,female,high,55
46,female,med,40
46,female,med,50
46,female,low,55
46,female,med,35
46,female,med,45
46,female,high,45
46,female,high,60
46,female,med,45
46,female,low,50
46,female,med,57
46,female,med,57
46,female,low,50
46,female,high,30
46,female,low,35
46,female,low,35
46,female,med,NA
46,female,low,25
46,female,low,35
46,female,med,37
46,female,high,35
46,female,med,57
46,female,low,60
46,female,high,50
46,female,med,50
46,female,high,50
46,female,low,30
46,female,high,30
47,female,high,50
47,female,med,55
47,female,med,60
47,female,high,65
47,female,high,65
47,female,med,65
47,female,low,60
47,female,high,35
47,female,med,40
47,female,low,60
47,female,med,65
47,female,low,45
47,female,high,45
47,female,med,50
47,female,high,60
47,female,low,45
47,female,low,30
47,female,high,45
47,female,low,35
47,female,med,40
47,female,med,50
47,female,high,55
47,female,high,60
47,female,med,30
47,female,high,60
47,female,low,20
47,female,med,35
47,female,high,50
47,female,high,55
47,female,low,30
47,female,low,20
47,female,med,35
47,female,low,20
47,female,high,40
47,female,low,20
47,female,high,45
47,female,high,45
47,female,low,50
47,female,med,40
47,female,med,0
47,female,low,20
47,female,med,40
47,female,low,45
47,female,med,55
47,female,med,65
47,female,low,50
47,female,med,65
47,female,high,70
47,female,low,60
47,female,med,65
47,female,low,65
47,female,med,70
47,female,high,70
47,female,high,70
47,female,low,60
47,female,low,55
47,female,high,65
47,female,low,40
47,female,med,40
47,female,high,60
48,male,high,25
48,male,med,10
48,male,med,25
48,male,high,40
48,male,high,30
48,male,med,25
48,male,low,5
48,male,high,50
48,male,med,15
48,male,low,30
48,male,med,60
48,male,low,5
48,male,high,25
48,male,med,35
48,male,high,50
48,male,low,10
48,male,low,65
48,male,high,70
48,male,low,55
48,male,med,80
48,male,med,70
48,male,high,65
48,male,high,60
48,male,med,65
48,male,high,70
48,male,low,25
48,male,med,25
48,male,high,30
48,male,high,35
48,male,low,5
48,male,low,45
48,male,med,55
48,male,low,50
48,male,high,60
48,male,low,55
48,male,high,85
48,male,high,0
48,male,low,50
48,male,med,5
48,male,med,5
48,male,low,5
48,male,med,20
48,male,low,40
48,male,med,35
48,male,med,35
48,male,low,70
48,male,med,25
48,male,high,35
48,male,low,10
48,male,med,15
48,male,low,20
48,male,med,35
48,male,high,40
48,male,high,65
48,male,low,35
48,male,low,45
48,male,high,50
48,male,low,5
48,male,med,20
48,male,high,8
49,female,low,30
49,female,high,40
49,female,med,35
49,female,high,50
49,female,low,40
49,female,high,45
49,female,med,45
49,female,med,40
49,female,high,45
49,female,med,45
49,female,low,40
49,female,med,40
49,female,high,45
49,female,high,50
49,female,low,15
49,female,high,35
49,female,low,35
49,female,low,25
49,female,high,35
49,female,low,20
49,female,high,20
49,female,med,20
49,female,low,25
49,female,med,30
49,female,low,35
49,female,med,35
49,female,high,40
49,female,med,45
49,female,med,50
49,female,low,45
49,female,high,50
49,female,med,45
49,female,high,55
49,female,low,50
49,female,med,50
49,female,low,35
49,female,high,40
49,female,high,45
49,female,low,35
49,female,high,35
49,female,med,40
49,female,high,40
49,female,high,50
49,female,med,50
49,female,high,45
49,female,low,45
49,female,med,55
49,female,high,55
49,female,med,50
49,female,low,20
49,female,med,15
49,female,low,15
49,female,low,15
49,female,med,20
49,female,med,20
49,female,low,15
49,female,high,20
49,female,low,30
49,female,low,30
49,female,med,30
50,female,med,70
50,female,low,30
50,female,med,70
50,female,low,20
50,female,med,70
50,female,high,90
50,female,med,20
50,female,low,60
50,female,high,80
50,female,high,90
50,female,low,20
50,female,med,40
50,female,high,80
50,female,high,50
50,female,med,30
50,female,high,80
50,female,high,70
50,female,low,70
50,female,high,90
50,female,low,30
50,female,high,60
50,female,med,20
50,female,low,50
50,female,high,90
50,female,med,80
50,female,med,50
50,female,low,0
50,female,high,70
50,female,med,70
50,female,low,20
50,female,med,30
50,female,low,40
50,female,high,60
50,female,med,70
50,female,high,60
50,female,high,90
50,female,med,90
50,female,low,70
50,female,high,70
50,female,med,60
50,female,low,50
50,female,med,80
50,female,med,40
50,female,low,50
50,female,high,60
50,female,med,70
50,female,low,70
50,female,med,80
50,female,low,80
50,female,low,40
50,female,high,90
50,female,low,80
50,female,low,70
50,female,high,80
50,female,low,50
50,female,med,60
50,female,high,80
50,female,low,60
50,female,med,80
50,female,high,90
51,male,med,80
51,male,high,80
51,male,med,70
51,male,med,70
51,male,low,40
51,male,med,30
51,male,low,40
51,male,med,60
51,male,high,50
51,male,med,40
51,male,high,40
51,male,low,60
51,male,high,50
51,male,low,40
51,male,low,30
51,male,high,70
51,male,med,70
51,male,low,60
51,male,low,50
51,male,med,50
51,male,high,70
51,male,med,50
51,male,high,60
51,male,low,40
51,male,high,40
51,male,low,10
51,male,high,10
51,male,low,20
51,male,high,50
51,male,high,70
51,male,low,50
51,male,high,60
51,male,high,40
51,male,med,60
51,male,med,50
51,male,low,40
51,male,med,10
51,male,med,20
51,male,high,20
51,male,high,40
51,male,med,30
51,male,low,30
51,male,med,30
51,male,med,30
51,male,low,40
51,male,high,10
51,male,low,30
51,male,low,20
51,male,med,40
51,male,low,50
51,male,low,60
51,male,med,60
51,male,high,60
51,male,med,40
51,male,low,40
51,male,high,10
51,male,med,30
51,male,high,30
51,male,low,40
51,male,high,40
